       1.000016     0.000199
       0.992209     0.002557
       0.984367     0.004521
       0.976491     0.006093
       0.968583     0.007271
       0.960645     0.008057
       0.952691     0.008641
       0.944737     0.009215
       0.936782     0.009778
       0.928826     0.010331
       0.920870     0.010874
       0.912913     0.011407
       0.904955     0.011930
       0.896996     0.012442
       0.889037     0.012944
       0.881077     0.013436
       0.873117     0.013918
       0.865156     0.014389
       0.857194     0.014850
       0.849232     0.015301
       0.841269     0.015742
       0.833306     0.016172
       0.825342     0.016593
       0.817377     0.017002
       0.809412     0.017402
       0.801447     0.017792
       0.793481     0.018171
       0.785514     0.018540
       0.777547     0.018899
       0.769580     0.019247
       0.761612     0.019586
       0.753644     0.019914
       0.745675     0.020231
       0.737706     0.020539
       0.729737     0.020836
       0.721767     0.021123
       0.713797     0.021400
       0.705826     0.021667
       0.697855     0.021923
       0.689884     0.022169
       0.681913     0.022405
       0.673941     0.022630
       0.665969     0.022846
       0.657996     0.023051
       0.650024     0.023245
       0.642051     0.023430
       0.634078     0.023604
       0.626104     0.023768
       0.618131     0.023922
       0.610157     0.024066
       0.602183     0.024199
       0.594209     0.024322
       0.586235     0.024435
       0.578261     0.024537
       0.570286     0.024630
       0.562312     0.024712
       0.554337     0.024783
       0.546362     0.024845
       0.538387     0.024896
       0.530412     0.024937
       0.522437     0.024968
       0.514462     0.024988
       0.506488     0.024999
       0.498512     0.024999
       0.490538     0.024988
       0.482563     0.024968
       0.474588     0.024937
       0.466613     0.024896
       0.458638     0.024845
       0.450663     0.024783
       0.442688     0.024712
       0.434714     0.024630
       0.426739     0.024537
       0.418765     0.024435
       0.410791     0.024322
       0.402817     0.024199
       0.394843     0.024066
       0.386869     0.023922
       0.378896     0.023768
       0.370922     0.023604
       0.362949     0.023430
       0.354976     0.023245
       0.347004     0.023051
       0.339031     0.022846
       0.331059     0.022630
       0.323087     0.022405
       0.315116     0.022169
       0.307145     0.021923
       0.299174     0.021667
       0.291203     0.021400
       0.283233     0.021123
       0.275263     0.020836
       0.267294     0.020539
       0.259325     0.020231
       0.251356     0.019914
       0.243388     0.019586
       0.235420     0.019247
       0.227453     0.018899
       0.219486     0.018540
       0.211519     0.018171
       0.203553     0.017792
       0.195588     0.017402
       0.187623     0.017002
       0.179658     0.016593
       0.171694     0.016172
       0.163731     0.015742
       0.155768     0.015301
       0.147806     0.014850
       0.139844     0.014389
       0.131883     0.013918
