       1.000016     0.000199
       0.969119     0.004413
       0.938535     0.008135
       0.908271     0.011366
       0.878332     0.014105
       0.848726     0.016353
       0.819472     0.018300
       0.790588     0.020138
       0.762076     0.021868
       0.733943     0.023488
       0.706191     0.025000
       0.678825     0.026403
       0.651850     0.027697
       0.625270     0.028883
       0.599091     0.029960
       0.573318     0.030929
       0.547956     0.031789
       0.523010     0.032542
       0.498486     0.033186
       0.474391     0.033723
       0.450730     0.034153
       0.427511     0.034476
       0.404740     0.034692
       0.382424     0.034801
       0.360572     0.034805
       0.339191     0.034704
       0.318289     0.034498
       0.297876     0.034188
       0.277962     0.033775
       0.258556     0.033259
       0.239670     0.032642
       0.221314     0.031925
       0.203502     0.031109
       0.186246     0.030196
       0.169561     0.029187
       0.153464     0.028084
       0.137970     0.026890
       0.123099     0.025606
       0.108871     0.024238
       0.095310     0.022787
       0.082441     0.021259
       0.070294     0.019658
       0.058901     0.017992
       0.048302     0.016268
       0.038543     0.014497
       0.029678     0.012692
       0.021777     0.010871
       0.014925     0.009058
       0.009240     0.007288
       0.004891     0.005616
       0.002602     0.004387
       0.001724     0.003777
       0.000996     0.002995
       0.000451     0.002076
       0.000114     0.001062
       0.000000     0.000000
       0.000107    -0.001028
       0.000423    -0.002012
       0.000934    -0.002911
       0.001620    -0.003684
       0.002450    -0.004301
       0.003389    -0.004733
       0.004396    -0.004963
       0.005430    -0.004981
       0.006445    -0.004787
       0.007398    -0.004387
       0.008892    -0.003549
       0.012475    -0.002174
       0.017670    -0.000558
       0.024168     0.001161
       0.031792     0.002918
       0.040428     0.004676
       0.049994     0.006412
       0.060425     0.008109
       0.071668     0.009753
       0.083682     0.011336
       0.096430     0.012850
       0.109881     0.014289
       0.124007     0.015648
       0.138783     0.016923
       0.154189     0.018110
       0.170204     0.019207
       0.186811     0.020212
       0.203994     0.021121
       0.221737     0.021934
       0.240027     0.022649
       0.258852     0.023264
       0.278198     0.023777
       0.298056     0.024190
       0.318414     0.024499
       0.339263     0.024704
       0.360594     0.024805
       0.382399     0.024801
       0.404668     0.024692
       0.427394     0.024476
       0.450570     0.024154
       0.474189     0.023726
       0.498243     0.023189
       0.522728     0.022546
       0.547635     0.021795
       0.572961     0.020935
       0.598698     0.019968
       0.624842     0.018892
       0.651387     0.017708
       0.678329     0.016415
       0.705663     0.015014
       0.733383     0.013504
       0.761486     0.011885
       0.789967     0.010158
       0.818823     0.008321
       0.848048     0.006376
       0.877654     0.004513
       0.907650     0.002924
       0.938038     0.001610
       0.968816     0.000568
       0.999984    -0.000199
