       0.999975     0.000198
       0.989323     0.000581
       0.978812     0.000690
       0.968430     0.000521
       0.958167     0.000071
       0.948010    -0.000663
       0.937935    -0.001493
       0.927923    -0.002230
       0.917972    -0.002875
       0.908082    -0.003430
       0.898252    -0.003899
       0.888483    -0.004282
       0.878772    -0.004581
       0.869120    -0.004799
       0.859526    -0.004938
       0.849988    -0.004999
       0.840508    -0.004985
       0.831083    -0.004897
       0.821713    -0.004738
       0.812398    -0.004510
       0.803136    -0.004214
       0.793928    -0.003853
       0.784772    -0.003428
       0.775669    -0.002942
       0.766616    -0.002396
       0.757614    -0.001793
       0.748662    -0.001135
       0.739759    -0.000423
       0.730905     0.000341
       0.722099     0.001154
       0.713340     0.002015
       0.704628     0.002921
       0.695962     0.003871
       0.687342     0.004862
       0.678766     0.005893
       0.670234     0.006961
       0.661746     0.008065
       0.653300     0.009202
       0.644897     0.010371
       0.636535     0.011570
       0.628214     0.012796
       0.619933     0.014048
       0.611692     0.015323
       0.603489     0.016620
       0.595325     0.017937
       0.587199     0.019271
       0.579110     0.020621
       0.571057     0.021985
       0.563039     0.023360
       0.555057     0.024745
       0.547109     0.026137
       0.539195     0.027535
       0.531314     0.028937
       0.523466     0.030340
       0.515649     0.031743
       0.507864     0.033144
       0.500109     0.034540
       0.492384     0.035930
       0.484688     0.037311
       0.477021     0.038682
       0.469382     0.040040
       0.461770     0.041384
       0.454185     0.042712
       0.446625     0.044021
       0.439092     0.045310
       0.431582     0.046576
       0.424097     0.047818
       0.416636     0.049034
       0.409197     0.050220
       0.401780     0.051376
       0.394385     0.052500
       0.387011     0.053589
       0.379656     0.054642
       0.372322     0.055655
       0.365006     0.056628
       0.357709     0.057559
       0.350429     0.058444
       0.343166     0.059283
       0.335919     0.060073
       0.328688     0.060812
       0.321473     0.061498
       0.314271     0.062129
       0.307084     0.062703
       0.299909     0.063219
       0.292747     0.063673
       0.285597     0.064064
       0.278458     0.064389
       0.271330     0.064648
       0.264212     0.064837
       0.257104     0.064955
       0.250004     0.064999
       0.242912     0.064968
       0.235828     0.064859
       0.228751     0.064671
       0.221680     0.064401
       0.214616     0.064047
       0.207556     0.063608
       0.200501     0.063081
       0.193450     0.062464
       0.186403     0.061754
       0.179359     0.060951
       0.172317     0.060052
       0.165277     0.059055
       0.158238     0.057957
       0.151200     0.056758
       0.144162     0.055454
       0.137123     0.054044
       0.130084     0.052526
       0.123043     0.050897
       0.116001     0.049156
       0.108956     0.047301
       0.101907     0.045329
       0.094856     0.043239
       0.087800     0.041028
       0.080739     0.038696
       0.073674     0.036238
       0.066602     0.033655
       0.059525     0.030943
       0.052441     0.028101
       0.045349     0.025127
       0.038249     0.022019
       0.031142     0.018774
       0.024025     0.015391
       0.016898     0.011868
       0.009762     0.008203
       0.002648     0.004413
       0.001757     0.003805
       0.001016     0.003021
       0.000460     0.002096
       0.000116     0.001073
       0.000000     0.000000
       0.000106    -0.001023
       0.000419    -0.002003
       0.000925    -0.002898
       0.001604    -0.003670
       0.002427    -0.004287
       0.003358    -0.004723
       0.004359    -0.004959
       0.005387    -0.004985
       0.006399    -0.004800
       0.007352    -0.004413
       0.014398    -0.000657
       0.021399     0.002938
       0.028387     0.006393
       0.035365     0.009709
       0.042332     0.012890
       0.049289     0.015936
       0.056236     0.018850
       0.063176     0.021634
       0.070107     0.024289
       0.077032     0.026819
       0.083951     0.029225
       0.090863     0.031509
       0.097771     0.033673
       0.104675     0.035720
       0.111576     0.037650
       0.118474     0.039467
       0.125370     0.041171
       0.132265     0.042766
       0.139160     0.044254
       0.146055     0.045635
       0.152951     0.046912
       0.159848     0.048088
       0.166748     0.049164
       0.173651     0.050142
       0.180558     0.051024
       0.187470     0.051811
       0.194387     0.052507
       0.201310     0.053113
       0.208239     0.053631
       0.215176     0.054063
       0.222121     0.054411
       0.229075     0.054676
       0.236038     0.054861
       0.243011     0.054968
       0.249994     0.054999
       0.256989     0.054955
       0.263997     0.054839
       0.271016     0.054653
       0.278049     0.054398
       0.285096     0.054076
       0.292158     0.053690
       0.299235     0.053241
       0.306327     0.052732
       0.313436     0.052164
       0.320563     0.051540
       0.327707     0.050860
       0.334869     0.050128
       0.342050     0.049345
       0.349251     0.048514
       0.356472     0.047635
       0.363714     0.046712
       0.370978     0.045746
       0.378264     0.044739
       0.385572     0.043693
       0.392903     0.042610
       0.400259     0.041493
       0.407639     0.040342
       0.415044     0.039161
       0.422475     0.037951
       0.429933     0.036714
       0.437417     0.035451
       0.444929     0.034166
       0.452469     0.032860
       0.460038     0.031536
       0.467637     0.030194
       0.475265     0.028837
       0.482925     0.027468
       0.490615     0.026087
       0.498338     0.024698
       0.506093     0.023302
       0.513881     0.021901
       0.521703     0.020497
       0.529559     0.019092
       0.537450     0.017689
       0.545377     0.016288
       0.553340     0.014893
       0.561340     0.013505
       0.569377     0.012127
       0.577452     0.010760
       0.585566     0.009406
       0.593719     0.008067
       0.601912     0.006746
       0.610146     0.005444
       0.618421     0.004163
       0.626738     0.002906
       0.635096     0.001674
       0.643498     0.000470
       0.651944    -0.000705
       0.660434    -0.001849
       0.668968    -0.002959
       0.677548    -0.004033
       0.686174    -0.005070
       0.694847    -0.006067
       0.703567    -0.007023
       0.712334    -0.007935
       0.721151    -0.008801
       0.730016    -0.009619
       0.738931    -0.010388
       0.747897    -0.011105
       0.756913    -0.011769
