nan, nan
nan, nan
-19.0, 0.21818432211875916
-18.5, 0.21264047920703888
-18.0, 0.2071070373058319
-17.5, 0.20159953832626343
-17.0, 0.19610901176929474
-16.5, 0.19063732028007507
-16.0, 0.1851872205734253
-15.5, 0.17975842952728271
-15.0, 0.17433777451515198
-14.5, 0.1689547449350357
-14.0, 0.16359606385231018
-13.5, 0.15826527774333954
-13.0, 0.15296080708503723
-12.5, 0.1476832628250122
-12.0, 0.14243704080581665
-11.5, 0.13718774914741516
-11.0, 0.13200531899929047
-10.5, 0.12687966227531433
-10.0, 0.12180007994174957
-9.5, 0.11676906049251556
-9.0, 0.1118035838007927
-8.5, 0.10690640658140182
-8.0, 0.10210300236940384
-7.5, 0.09737581759691238
-7.0, 0.09280030429363251
-6.5, 0.08837436884641647
-6.0, 0.08411555737257004
-5.5, 0.08004529029130936
-5.0, 0.07618144899606705
-4.5, 0.07253716886043549
-4.0, 0.06910951435565948
-3.5, 0.06591016799211502
-3.0, 0.0629480630159378
-2.5, 0.06031373515725136
-2.0, 0.05805370584130287
-1.5, 0.05638578534126282
-1.0, 0.05598854273557663
-0.5, 0.05651739612221718
0.0, 0.05725889652967453
0.5, 0.05794930458068848
1.0, 0.058618489652872086
1.5, 0.0593462809920311
2.0, 0.060197923332452774
2.5, 0.061222631484270096
3.0, 0.06246029958128929
3.5, 0.06395065784454346
4.0, 0.0657416507601738
4.5, 0.06790461391210556
5.0, 0.07050938159227371
5.5, 0.07364460825920105
6.0, 0.0774294063448906
6.5, 0.0820014476776123
7.0, 0.08747856318950653
7.5, 0.09390190988779068
8.0, 0.10116151720285416
8.5, 0.10901342332363129
9.0, 0.11717738956212997
9.5, 0.1254114806652069
10.0, 0.13355807960033417
10.5, 0.1415606290102005
11.0, 0.14938588440418243
11.5, 0.15704283118247986
12.0, 0.16455461084842682
12.5, 0.17193816602230072
13.0, 0.1792256385087967
13.5, 0.18642865121364594
14.0, 0.19356542825698853
14.5, 0.20064988732337952
15.0, 0.20770330727100372
15.5, 0.2147202044725418
16.0, 0.22171813249588013
16.5, 0.22869524359703064
17.0, 0.23566222190856934
17.5, 0.24263212084770203
18.0, 0.2496027648448944
18.5, 0.2565805912017822
19.0, 0.263552725315094
nan, nan
